Description,Views,Likes,Comments,Shares,Bookmarks,Post URL
"Guys, I think I found the chocolate muffin man #olympicvillage #chocolatemuffins ","298100","30600","101","40","518","https://www.tiktok.com/@ariana.ramsey/video/7400131837668068654"
"And what about it?? Free healthcare in the olympic village, im there 😂😂  #olympicvillage #olympicvillagehealthcare  I just had to add this was actually so cute for them to do this with me and they were so sweet!!!  shout out to the healthcare workers in the Olympic Village. You guys are amazing and we thank you so much for your service.❤️","1600000","235100","724","6885","3731","https://www.tiktok.com/@ariana.ramsey/video/7399999411796872491"
"New glasses🤓","103400","7538","210","160","103","https://www.tiktok.com/@ariana.ramsey/video/7399790219651779883"
"Like yes, I’m fully aware that that should be a standard but it’s not in America due to the systems that are already put in place. ","82000","6716","219","78","103","https://www.tiktok.com/@ariana.ramsey/video/7399645817944001838"
"#olympiquevillagehealthcare ","255600","29900","297","173","371","https://www.tiktok.com/@ariana.ramsey/video/7399645802689334570"
"The Olympic Village and their free healthcare is really amazing me  ##olympicvillagehealthcare##olympicvillage##olympian","496000","60600","1008","1724","986","https://www.tiktok.com/@ariana.ramsey/video/7399642639437450538"
"OMGGG its so lit in person yall!!! #olympics #paris2024 ","33700","901","12","3","18","https://www.tiktok.com/@ariana.ramsey/video/7399399527083642158"
"#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","33500","1743","24","6","30","https://www.tiktok.com/@ariana.ramsey/video/7399299717982588202"
"The olymoic billage beach club is actually so cute 🥹✨  #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","42000","1762","31","10","37","https://www.tiktok.com/@ariana.ramsey/video/7399278167929752875"
"#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","47500","3834","37","5","31","https://www.tiktok.com/@ariana.ramsey/video/7399203634241637675"
"","64300","7155","360","174","122","https://www.tiktok.com/@ariana.ramsey/video/7399187679218453806"
"#olympicvillage #freehealthcare ","120900","7341","152","151","115","https://www.tiktok.com/@ariana.ramsey/video/7399184585608809771"
"Literally at a palace right now  #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","45200","1879","48","7","36","https://www.tiktok.com/@ariana.ramsey/video/7399032716773068074"
"#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","22700","758","15","1","9","https://www.tiktok.com/@ariana.ramsey/video/7398971801637883179"
"Its quite overwheling 😂#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","15700","1163","16","19","16","https://www.tiktok.com/@ariana.ramsey/video/7398947528546340142"
"I quite literally love it here. The way the Olympic village has free healthcare, but America doesn’t😣 #o#olympicso#olympicvillageo#olympiant#teamusar#rugbyb#bronzemedalist","184900","19800","616","1853","589","https://www.tiktok.com/@ariana.ramsey/video/7398545725640035627"
"OKAY WHAT! THE Olympic Village chocolate muffin HYPE IS REAL #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist #chocolatemuffin","181900","11400","274","313","350","https://www.tiktok.com/@ariana.ramsey/video/7398523250315250987"
"lunch at the Olympic Villa today 😋 #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","226600","6958","67","34","102","https://www.tiktok.com/@ariana.ramsey/video/7398520371403574571"
"#olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","18200","1230","38","1","16","https://www.tiktok.com/@ariana.ramsey/video/7398508546486291755"
"Get into the Olympic Villa fits 🥰 #olympics #olympicvillage #olympian #teamusa #rugby #bronzemedalist ","14900","736","29","1","16","https://www.tiktok.com/@ariana.ramsey/video/7398508156046921002"
"LIVING IN A DREAM RIGHT NOW #PARIS2024 #olympics  ","11100","337","6","2","2","https://www.tiktok.com/@ariana.ramsey/video/7398388078491995434"
"Sstay tuned 🥰","69000","4138","72","8","59","https://www.tiktok.com/@ariana.ramsey/video/7398203779566406954"
"🥉","21400","1406","22","1","14","https://www.tiktok.com/@ariana.ramsey/video/7398187866339282222"
"✨SKIMS HAUL ✨ TEAM USA EDITION 😍 #PARIS2024 #ParisOlympics ","9435","304","10","1","6","https://www.tiktok.com/@ariana.ramsey/video/7398131917960285482"
"WOW what history we made!! USA Womens Rugby is on the map!! Im so proud to be a part of this history made this season in the OLYMPICS ❤️ #PARIS2024 #Olympics #USARugby ","25900","1867","28","3","23","https://www.tiktok.com/@ariana.ramsey/video/7397782934826028330"
"GUYS WE MADE HISTORY ❤️❤️❤️🥹 thank you to everyone who showed love and support to the USA WOMENS RUGBY TEAM ❤️","95100","12900","333","49","157","https://www.tiktok.com/@ariana.ramsey/video/7397572385563774254"
"Its crazy out here","9739","538","8","6","4","https://www.tiktok.com/@ariana.ramsey/video/7395296664967482670"
"THIS IS CRAZY #PARIS2024 ","7193","343","3","0","2","https://www.tiktok.com/@ariana.ramsey/video/7395117300741033258"
"Just a Team USA Olympic kit expierence nothing too crazy  😏 #olympian #paris2024 ","29800","811","8","79","42","https://www.tiktok.com/@ariana.ramsey/video/7394564210342153515"
"I miss my other half 😭🩵 #parisolympics #olympian #usa #usarugby #paris2024 ","24600","1381","8","4","6","https://www.tiktok.com/@ariana.ramsey/video/7393788407509421354"
"Play time is over this the big leauge 😈 #olympian #usarugby #rugby ","9526","327","8","8","12","https://www.tiktok.com/@ariana.ramsey/video/7393440785984933166"
"FULL SEND BABY LFG 🤩 Stay tuned for the journey 🤩🤩@paris2024 #paris2024 #olympics #teamusa ","7419","349","6","0","10","https://www.tiktok.com/@ariana.ramsey/video/7392513328616066346"
"@Noah Malone ","6467","139","4","3","4","https://www.tiktok.com/@ariana.ramsey/video/7384831029208452398"
"Paris will be different 🫡  #paris2024 #tokyo2021 ","4666","135","17","1","4","https://www.tiktok.com/@ariana.ramsey/video/7383757278995942702"
"Pool recovery is keyyy honeyyy","3398","62","0","1","2","https://www.tiktok.com/@ariana.ramsey/video/7383739468416699691"
"im tired 😭😭😭 #usarugby #rugby #usa ","3106","93","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7381644697539792171"
"","2713","74","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7381642160568864043"
"","2442","43","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7381641918108798254"
"MADE THE OLYMPIC TEAMMM YALLL","2975","143","14","0","0","https://www.tiktok.com/@ariana.ramsey/video/7381628075064200490"
"BE HONEST 🤣🤣 #usa #usarugby #rugby #aintimcleanthotrend ","3028","124","4","3","3","https://www.tiktok.com/@ariana.ramsey/video/7380506318937050414"
"What an honor!! This was so exciting coming ti her school and seeing all her friends! ❤️ #usarugby #rugby #olympian #usa ","2066","143","9","3","0","https://www.tiktok.com/@ariana.ramsey/video/7379389624164060458"
"UP THE QUEEN #rugby 🤧","1864","66","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7375578273968917802"
"#usarugby #usa ","1598","43","3","46","0","https://www.tiktok.com/@ariana.ramsey/video/7375462162254400810"
"😐","1334","39","3","0","2","https://www.tiktok.com/@ariana.ramsey/video/7370504422171970858"
"This is real life 😭 #rugby #olympian #usa ","1219","43","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/7367806429538864426"
"WHOS YOURS!? If its not me, dont comment. 😭 ","1086","61","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7363783922934680862"
"set the bar high then raise it 🤍 ","1374","98","8","3","3","https://www.tiktok.com/@ariana.ramsey/video/7357498956063984938"
"#womensrugby #rugby #olympian ","1150","35","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7354799734298627371"
"literally obsessed with him 🤭✨💗","2710","148","13","2","5","https://www.tiktok.com/@ariana.ramsey/photo/7354178201037409582"
"#CapCut yeaa kinda wild but ya girl got it done 🤭","1119","63","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7352925408104320299"
"#rugby #usarugby ","1296","71","6","1","0","https://www.tiktok.com/@ariana.ramsey/video/7339008078660046126"
"#CapCut 🫶🏼🫶🏼🫶🏼","869","25","0","0","2","https://www.tiktok.com/@ariana.ramsey/video/7336373960776420650"
"I love this product from @Spa Sciences Recovery! Check out the VARA Deep Tissue Massager as it is great for recovery and at home therapy 💖 #bringthespahome #spasciencesrecovery #sportsrecoveryreview","902","22","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7335469889060359470"
"168 DAYS  #usarugby #countdowntotheympics #rugby","892","44","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7334393388780850474"
"","815","28","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7332753263818755374"
"Im so ready to recalibeate myself for this month. Its going to take absolute focus, drive, and determination in order to be the player that I want to be leading up to the Olympics. 💖🤞🏽 #usarugby #rugby ","785","37","0","0","3","https://www.tiktok.com/@ariana.ramsey/video/7331466036094569770"
"I’m gonna ride this Olympic wave until I die 😭","435","26","2","1","0","https://www.tiktok.com/@ariana.ramsey/video/7330064107330194730"
"TAPPNIN TONIGHT #USARUGBY #rugby #olympicountdown ","698","49","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7328983963270171947"
"SO EXCITINGGGG 🙈🙈💖🙈☺️☺️ #olympics2024 #olympics #paris2024 #olympiccountdown ","977","44","1","2","0","https://www.tiktok.com/@ariana.ramsey/video/7327821337760697643"
"ultimate cringe 😭","619","30","5","0","0","https://www.tiktok.com/@ariana.ramsey/video/7327505907384978731"
"Nostalgic AF. Link in Bio if you want to see ☺️ #dartmouthcampus #dartmouth #dartmouthcollege  ","1367","69","2","0","2","https://www.tiktok.com/@ariana.ramsey/video/7327490230573976874"
"#WheneverWherever ","702","42","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7327120323487206702"
"Its a long extensive journey my friends  #warriorspirit  ","740","70","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7327058357079084330"
"Exicting, crazy, a movie ","618","29","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7323361061049027883"
"HAPPY MONDAY!! #mondaymotivation ","704","46","1","2","2","https://www.tiktok.com/@ariana.ramsey/video/7321827059011996971"
"","638","27","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7315549145811488042"
"I LOVE IT!!! Yall better get yall one of theseee 😍😍 #autotrackingtripod #tiktokshop #tripod #contentcreatorgadgets ","916","26","1","0","2","https://www.tiktok.com/@ariana.ramsey/video/7305569745221324078"
"#CapCut what an amazing time 🤩 #rugby #PANAMS2023 ","732","40","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7299687685361241387"
"GAME DAY TOMORROW 😇 #rugby #olympian #panams2023 ","952","49","0","1","1","https://www.tiktok.com/@ariana.ramsey/video/7296913746201562410"
"ITS 6 IN THE MORNING, TURN ME UP YC #panams2023 #rugby ","854","74","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7296801776211119403"
"Im working on them!! 🤣🤣🤌🏼 #olympian #rugby #rugbytok ","764","83","3","0","1","https://www.tiktok.com/@ariana.ramsey/video/7293687382304427310"
"SKEEEYYEEEEE #olympian #prsevens #usarugby #rugby ","767","55","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7292905577120795947"
"","636","22","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7292539633689316651"
"Smh","531","11","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7292539309498944814"
"Never will i ever 😭","565","30","7","0","0","https://www.tiktok.com/@ariana.ramsey/video/7291357814394490155"
"follow for more ☺️ #olympian ","844","68","2","0","2","https://www.tiktok.com/@ariana.ramsey/video/7289084713434615082"
"Part two coming now","562","44","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7288777801694448942"
"Good morning 🥹 #olympian ","957","96","2","1","6","https://www.tiktok.com/@ariana.ramsey/video/7287964317993962798"
"#olympian ","660","60","8","0","3","https://www.tiktok.com/@ariana.ramsey/video/7280942744581836078"
"Good things come tk those who wait 🫶🏼  #motivation #gymtok #olympian ","571","31","1","1","0","https://www.tiktok.com/@ariana.ramsey/video/7280897334173601067"
"Omg 😂😂😂😂😂","603","33","3","3","1","https://www.tiktok.com/@ariana.ramsey/video/7278122701263310123"
"@Aut autumn or summer we cant never tell the difference 😩","1187","139","0","4","3","https://www.tiktok.com/@ariana.ramsey/video/7275509478705892651"
"#clonesquad STOP CAUSE I ATE THISSS UPPP FIRST TRY 😂😂 SCARF AND ALL😂😂😂","724","57","4","3","1","https://www.tiktok.com/@ariana.ramsey/video/7270343766903508266"
"","223","21","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7269959727482703147"
"#capcut NOBODY CARES HOW YOU FEEL ATTOWL ","882","101","0","0","4","https://www.tiktok.com/@ariana.ramsey/video/7266215223030189354"
"@Premier Rugby Sevens WE HAD A BLAST #experts ","1314","135","2","0","2","https://www.tiktok.com/@ariana.ramsey/video/7265867672192257326"
"","874","71","2","2","0","https://www.tiktok.com/@ariana.ramsey/video/7258871000572513582"
"I GRADUATED FROM. DARTMOUTH 💚💚💚💚🤩🤩🤩🤩 #olympian #dartmouth ","1827","135","6","1","7","https://www.tiktok.com/@ariana.ramsey/video/7247964336541502762"
"@Premier Rugby Sevens #rugby #pr7s ","711","67","1","0","6","https://www.tiktok.com/@ariana.ramsey/video/7247526698252586286"
"#IfIwerea 💛 ","720","35","0","0","8","https://www.tiktok.com/@ariana.ramsey/video/7234677265701915946"
"Body on the line fr 🤧🤧 #olympian #rugby #athlete","3892","621","10","0","8","https://www.tiktok.com/@ariana.ramsey/video/7232078130419141934"
"Ive never seen someone with this much energy IN MY LIFE 😂🫶🏼🫶🏼 @Anjali Pant ","1160","109","6","4","4","https://www.tiktok.com/@ariana.ramsey/video/7230923926531050795"
"😭😭 #dartmouth ","789","72","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7229037741613272362"
"and i ooopp","998","154","0","2","1","https://www.tiktok.com/@ariana.ramsey/video/7229036579606662446"
"Nothing but grateful for the opportunity to play this sport 💖 #olympian #rugby ","763","80","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7229033568243322158"
"saw someone make this and i couldnt relate more 😭 cashapp is $arianaramsey 😂😂😂 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","3262","276","2","1","3","https://www.tiktok.com/@ariana.ramsey/video/7220088357525671210"
"Im exhausted my darn self … 😣 #o#olympiano#olympicathletea#athleter#rugbyplayerr#rugbyu#usarugbyb#blackathleteg#gymg#gymtokg#gymgirle#excersicese#excercisef#fitnessf#fito#olympicathleter#rugbyworkoutsn#naturalathletef#fitathletew#womenofdartmouthf#femaleathleteg#gymmotivationm#motivationg#gymtok#motivation ","983","97","5","0","0","https://www.tiktok.com/@ariana.ramsey/video/7220073200011693358"
"Its always the poeple you barely talk to 😭😭😭 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","3650","424","6","0","5","https://www.tiktok.com/@ariana.ramsey/video/7216478977706233130"
"This beat is so hard 😭 follow me thoughhh 😅 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","2900","365","9","2","4","https://www.tiktok.com/@ariana.ramsey/video/7215791976409615659"
"GRWM 💗💓💗🌸💓💖💓 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","831","73","10","0","0","https://www.tiktok.com/@ariana.ramsey/video/7215380535152020778"
"I totally forgot they were sending product #POWERADE ","749","77","6","1","2","https://www.tiktok.com/@ariana.ramsey/video/7213889732911189294"
"BURTHDAY ON SATURDAY ","595","30","5","0","0","https://www.tiktok.com/@ariana.ramsey/video/7213851553478741294"
"Life of an Olympian 🫠 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","321","7","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/7213118480265055530"
"YAY OR NAY","377","30","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7212332362506472746"
"my first 10 minute video, sorry about some if the sound, i might do it over  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","844","51","1","1","0","https://www.tiktok.com/@ariana.ramsey/video/7210864107413605674"
"","515","19","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7210820925372124459"
"","741","89","0","1","2","https://www.tiktok.com/@ariana.ramsey/video/7210503069975547179"
"","515","10","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7210206456132488490"
"People act surprised  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite ","2561","376","5","0","4","https://www.tiktok.com/@ariana.ramsey/video/7209865889548619050"
"You learn something new every day","611","54","2","1","0","https://www.tiktok.com/@ariana.ramsey/video/7209839923455675690"
"LOLL #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite #fitness ","3028","327","3","3","3","https://www.tiktok.com/@ariana.ramsey/video/7209740560817524010"
"WHAT DOES “tRuSt tHe ProceSS” really mean?","635","46","2","1","1","https://www.tiktok.com/@ariana.ramsey/video/7208675347561319723"
"DONT RUSH THE PROCESS  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","942","75","1","1","3","https://www.tiktok.com/@ariana.ramsey/video/7208242102608645422"
"Its cuteeee 😆","628","53","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7206901880033660202"
"","603","62","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/7206875467318840622"
"Replying to @allisontrippetti ITS HARD!","96000","612","15","12","43","https://www.tiktok.com/@ariana.ramsey/video/7206030503982501162"
"GAME DAY TOMORROW!!! #lasevensrugby #lasevens  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1386","164","1","0","2","https://www.tiktok.com/@ariana.ramsey/video/7206016203565976874"
"THIS TEST IS NO JOKE!! #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","103600","6060","58","84","202","https://www.tiktok.com/@ariana.ramsey/video/7205378220617682218"
"I messed up the whole dance but hey we’re cuteee 😭😭","952","135","7","3","2","https://www.tiktok.com/@ariana.ramsey/video/7205371009665436970"
"I don’t like it 😭 #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","2178","218","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7205256992749817131"
"DAY 16: 30 DAY AB CHALLENGE 100 ABS A  #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","622","11","0","1","2","https://www.tiktok.com/@ariana.ramsey/video/7205255822518062378"
"#olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","1397","96","3","1","0","https://www.tiktok.com/@ariana.ramsey/video/7204550166517583150"
"DAY 15: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","527","30","0","0","5","https://www.tiktok.com/@ariana.ramsey/video/7204514959508770090"
"ITS UPPPP 😍","592","100","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7204198581559954730"
"DAY 14: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","583","12","0","0","3","https://www.tiktok.com/@ariana.ramsey/video/7204127551642422571"
"","989","22","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7204120672996527403"
"DAY 13: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #The abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","979","80","0","1","6","https://www.tiktok.com/@ariana.ramsey/video/7203870769678585134"
"DAY 12: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #theabchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","538","24","1","1","2","https://www.tiktok.com/@ariana.ramsey/video/7203412921265802539"
"this song is stuck in my brain ","280","15","0","0","2","https://www.tiktok.com/@ariana.ramsey/video/7202771453127822635"
"ITS UPPPPP","310","21","2","0","1","https://www.tiktok.com/@ariana.ramsey/video/7202770812410121514"
"DAY 11: 30 DAY AB CHALLENGE 100 ABS A DAY","1128","29","0","0","4","https://www.tiktok.com/@ariana.ramsey/video/7202718033230679342"
"DAY 10: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","793","42","0","1","6","https://www.tiktok.com/@ariana.ramsey/video/7202323998686924078"
"#abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","489","25","0","2","2","https://www.tiktok.com/@ariana.ramsey/video/7201909286564367658"
"#CapCut #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation  #fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #olympicathlete #elite #fitness","1177","78","0","1","5","https://www.tiktok.com/@ariana.ramsey/video/7201896561885089070"
"DAY 8: 30 DAY AB CHALLENGE 100 ABS A DAY The love daily version is on Instagram so follow me there to stay updated 🥳🥳 #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","316","19","0","0","3","https://www.tiktok.com/@ariana.ramsey/video/7201511211740056874"
"","436","14","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7201293858725170478"
"We were actually at a wedding 😂😂","1014","121","3","0","2","https://www.tiktok.com/@ariana.ramsey/video/7201222964191202602"
"#greenscreen #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","690","108","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7200970089162837294"
"Here’s my monthly hips vid. Your welcome ","535","69","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7200965645318622507"
"When it’s time to get cute, ITS TIME TO GET CUTE ","587","37","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7200513050384928043"
"DAY 7: 30 DAY AB CHALLENGE 100 ABS A DAY #abs #abexcercises #abexcercise #abchallenge #abchallenges #abworkouts #abworkoutsfromhome #absworkout  #olympian #olympicathlete #athlete #rugbyplayer #rugby #usarugby #blackathlete #gym #gymtok #gymgirl #excersices #excercise #fitness #fit #olympicathlete #rugbyworkouts #naturalathlete #fitathlete #womenofdartmouth #femaleathlete #gymmotivation #motivation #gymtok  #motivation ","628","42","0","3","5","https://www.tiktok.com/@ariana.ramsey/video/7199656170636758315"
